sku,shape,carat,color,clarity,cut,price,url,image_url,type,lab
BN1386,Emerald,1.23,E,VS1,Excellent,8077,https://www.bluenile.com/diamond-details/1386,https://example.invalid/1386.jpg,Natural,GIA
BN1387,Emerald,1.25,H,VVS2,Excellent,6998,https://www.bluenile.com/diamond-details/1387,https://example.invalid/1387.jpg,Natural,GIA
BN1388,Emerald,1.34,E,VS2,Ideal,9446,https://www.bluenile.com/diamond-details/1388,https://example.invalid/1388.jpg,Natural,GIA
LD1389,Emerald,1.26,D,VVS2,Very Good,1662,https://www.bluenile.com/diamond-details/1389,https://example.invalid/1389.jpg,Lab-Grown,IGI
LD1390,Emerald,1.23,H,VS2,Excellent,837,https://www.bluenile.com/diamond-details/1390,https://example.invalid/1390.jpg,Lab-Grown,IGI
LD1391,Emerald,1.3,D,VS2,Excellent,1288,https://www.bluenile.com/diamond-details/1391,https://example.invalid/1391.jpg,Lab-Grown,IGI
LD1392,Emerald,1.28,H,VS1,Ideal,941,https://www.bluenile.com/diamond-details/1392,https://example.invalid/1392.jpg,Lab-Grown,IGI
BN1393,Emerald,1.52,G,VS1,Very Good,10333,https://www.bluenile.com/diamond-details/1393,https://example.invalid/1393.jpg,Natural,GIA
BN1394,Emerald,1.51,E,VVS1,Very Good,14621,https://www.bluenile.com/diamond-details/1394,https://example.invalid/1394.jpg,Natural,GIA
BN1395,Emerald,1.45,F,VVS1,Very Good,14053,https://www.bluenile.com/diamond-details/1395,https://example.invalid/1395.jpg,Natural,GIA
BN1396,Emerald,1.61,G,VS2,Very Good,10897,https://www.bluenile.com/diamond-details/1396,https://example.invalid/1396.jpg,Natural,GIA
LD1397,Emerald,1.49,H,VS1,Excellent,1479,https://www.bluenile.com/diamond-details/1397,https://example.invalid/1397.jpg,Lab-Grown,IGI
LD1398,Emerald,1.54,E,VVS1,Ideal,2611,https://www.bluenile.com/diamond-details/1398,https://example.invalid/1398.jpg,Lab-Grown,IGI
LD1399,Emerald,1.63,E,VS1,Ideal,1984,https://www.bluenile.com/diamond-details/1399,https://example.invalid/1399.jpg,Lab-Grown,IGI
LD1400,Emerald,1.62,D,VS2,Very Good,2276,https://www.bluenile.com/diamond-details/1400,https://example.invalid/1400.jpg,Lab-Grown,IGI
BN1401,Emerald,1.99,H,VVS1,Very Good,18032,https://www.bluenile.com/diamond-details/1401,https://example.invalid/1401.jpg,Natural,GIA
BN1402,Emerald,2.0,D,VS1,Ideal,26138,https://www.bluenile.com/diamond-details/1402,https://example.invalid/1402.jpg,Natural,GIA
BN1403,Emerald,2.07,G,VS2,Ideal,17492,https://www.bluenile.com/diamond-details/1403,https://example.invalid/1403.jpg,Natural,GIA
BN1404,Emerald,1.99,D,VVS2,Very Good,27755,https://www.bluenile.com/diamond-details/1404,https://example.invalid/1404.jpg,Natural,GIA
LD1405,Emerald,2.03,E,VS2,Very Good,3215,https://www.bluenile.com/diamond-details/1405,https://example.invalid/1405.jpg,Lab-Grown,IGI
LD1406,Emerald,2.13,E,VS1,Excellent,3419,https://www.bluenile.com/diamond-details/1406,https://example.invalid/1406.jpg,Lab-Grown,IGI
LD1407,Emerald,2.15,E,VVS1,Ideal,4863,https://www.bluenile.com/diamond-details/1407,https://example.invalid/1407.jpg,Lab-Grown,IGI
LD1408,Emerald,2.14,D,VVS1,Ideal,5241,https://www.bluenile.com/diamond-details/1408,https://example.invalid/1408.jpg,Lab-Grown,IGI
BN1409,Emerald,2.67,G,VS2,Very Good,23277,https://www.bluenile.com/diamond-details/1409,https://example.invalid/1409.jpg,Natural,GIA
BN1410,Emerald,2.51,D,VS1,Excellent,33037,https://www.bluenile.com/diamond-details/1410,https://example.invalid/1410.jpg,Natural,GIA
BN1411,Emerald,2.69,G,VS1,Ideal,23976,https://www.bluenile.com/diamond-details/1411,https://example.invalid/1411.jpg,Natural,GIA
BN1412,Emerald,2.48,D,VVS2,Ideal,35212,https://www.bluenile.com/diamond-details/1412,https://example.invalid/1412.jpg,Natural,GIA
LD1413,Emerald,2.51,E,VVS2,Ideal,4872,https://www.bluenile.com/diamond-details/1413,https://example.invalid/1413.jpg,Lab-Grown,IGI
LD1414,Emerald,2.55,G,VS2,Excellent,3026,https://www.bluenile.com/diamond-details/1414,https://example.invalid/1414.jpg,Lab-Grown,IGI
LD1415,Emerald,2.42,E,VVS1,Very Good,5350,https://www.bluenile.com/diamond-details/1415,https://example.invalid/1415.jpg,Lab-Grown,IGI
LD1416,Emerald,2.48,E,VVS2,Ideal,4757,https://www.bluenile.com/diamond-details/1416,https://example.invalid/1416.jpg,Lab-Grown,IGI
BN1417,Emerald,3.27,E,VS2,Ideal,45973,https://www.bluenile.com/diamond-details/1417,https://example.invalid/1417.jpg,Natural,GIA
BN1418,Emerald,3.23,D,VVS2,Excellent,56826,https://www.bluenile.com/diamond-details/1418,https://example.invalid/1418.jpg,Natural,GIA
BN1419,Emerald,2.89,H,VVS2,Ideal,36571,https://www.bluenile.com/diamond-details/1419,https://example.invalid/1419.jpg,Natural,GIA
BN1420,Emerald,2.88,H,VVS2,Ideal,34081,https://www.bluenile.com/diamond-details/1420,https://example.invalid/1420.jpg,Natural,GIA
LD1421,Emerald,2.9,G,VS1,Very Good,5257,https://www.bluenile.com/diamond-details/1421,https://example.invalid/1421.jpg,Lab-Grown,IGI
LD1422,Emerald,2.93,E,VS1,Very Good,7244,https://www.bluenile.com/diamond-details/1422,https://example.invalid/1422.jpg,Lab-Grown,IGI
LD1423,Emerald,3.11,D,VVS1,Very Good,9907,https://www.bluenile.com/diamond-details/1423,https://example.invalid/1423.jpg,Lab-Grown,IGI
LD1424,Emerald,2.96,H,VS1,Very Good,5139,https://www.bluenile.com/diamond-details/1424,https://example.invalid/1424.jpg,Lab-Grown,IGI
BN1425,Emerald,3.85,H,VVS1,Very Good,67365,https://www.bluenile.com/diamond-details/1425,https://example.invalid/1425.jpg,Natural,GIA
BN1426,Emerald,4.11,F,VVS2,Excellent,77205,https://www.bluenile.com/diamond-details/1426,https://example.invalid/1426.jpg,Natural,GIA
BN1427,Emerald,4.29,G,VS2,Ideal,54240,https://www.bluenile.com/diamond-details/1427,https://example.invalid/1427.jpg,Natural,GIA
BN1428,Emerald,3.91,F,VS1,Ideal,64898,https://www.bluenile.com/diamond-details/1428,https://example.invalid/1428.jpg,Natural,GIA
LD1429,Emerald,3.86,F,VS2,Ideal,9054,https://www.bluenile.com/diamond-details/1429,https://example.invalid/1429.jpg,Lab-Grown,IGI
LD1430,Emerald,4.34,D,VS2,Very Good,11951,https://www.bluenile.com/diamond-details/1430,https://example.invalid/1430.jpg,Lab-Grown,IGI
LD1431,Emerald,4.26,F,VVS1,Very Good,13578,https://www.bluenile.com/diamond-details/1431,https://example.invalid/1431.jpg,Lab-Grown,IGI
LD1432,Emerald,3.99,D,VVS1,Very Good,14548,https://www.bluenile.com/diamond-details/1432,https://example.invalid/1432.jpg,Lab-Grown,IGI
BN1433,Emerald,5.14,H,VS1,Very Good,64411,https://www.bluenile.com/diamond-details/1433,https://example.invalid/1433.jpg,Natural,GIA
BN1434,Emerald,4.95,E,VS1,Ideal,87715,https://www.bluenile.com/diamond-details/1434,https://example.invalid/1434.jpg,Natural,GIA
BN1435,Emerald,5.16,D,VS2,Excellent,89653,https://www.bluenile.com/diamond-details/1435,https://example.invalid/1435.jpg,Natural,GIA
BN1436,Emerald,5.28,F,VS2,Excellent,90743,https://www.bluenile.com/diamond-details/1436,https://example.invalid/1436.jpg,Natural,GIA
LD1437,Emerald,5.17,H,VS1,Very Good,11184,https://www.bluenile.com/diamond-details/1437,https://example.invalid/1437.jpg,Lab-Grown,IGI
LD1438,Emerald,5.03,D,VS1,Very Good,14259,https://www.bluenile.com/diamond-details/1438,https://example.invalid/1438.jpg,Lab-Grown,IGI
LD1439,Emerald,5.1,H,VVS2,Very Good,10842,https://www.bluenile.com/diamond-details/1439,https://example.invalid/1439.jpg,Lab-Grown,IGI
LD1440,Emerald,5.06,E,VS1,Very Good,15666,https://www.bluenile.com/diamond-details/1440,https://example.invalid/1440.jpg,Lab-Grown,IGI
BN1441,Pear,0.26,G,VVS1,Very Good,441,https://www.bluenile.com/diamond-details/1441,https://example.invalid/1441.jpg,Natural,GIA
BN1442,Pear,0.27,G,VVS1,Excellent,501,https://www.bluenile.com/diamond-details/1442,https://example.invalid/1442.jpg,Natural,GIA
BN1443,Pear,0.26,G,VS2,Ideal,384,https://www.bluenile.com/diamond-details/1443,https://example.invalid/1443.jpg,Natural,GIA
BN1444,Pear,0.25,F,VVS1,Excellent,559,https://www.bluenile.com/diamond-details/1444,https://example.invalid/1444.jpg,Natural,GIA
LD1445,Pear,0.27,F,VVS1,Very Good,91,https://www.bluenile.com/diamond-details/1445,https://example.invalid/1445.jpg,Lab-Grown,IGI
LD1446,Pear,0.25,E,VVS2,Ideal,76,https://www.bluenile.com/diamond-details/1446,https://example.invalid/1446.jpg,Lab-Grown,IGI
LD1447,Pear,0.26,D,VVS2,Very Good,83,https://www.bluenile.com/diamond-details/1447,https://example.invalid/1447.jpg,Lab-Grown,IGI
LD1448,Pear,0.24,G,VS1,Very Good,55,https://www.bluenile.com/diamond-details/1448,https://example.invalid/1448.jpg,Lab-Grown,IGI
BN1449,Pear,0.49,G,VVS1,Ideal,1815,https://www.bluenile.com/diamond-details/1449,https://example.invalid/1449.jpg,Natural,GIA
BN1450,Pear,0.52,D,VS2,Excellent,2034,https://www.bluenile.com/diamond-details/1450,https://example.invalid/1450.jpg,Natural,GIA
BN1451,Pear,0.5,H,VVS2,Very Good,1520,https://www.bluenile.com/diamond-details/1451,https://example.invalid/1451.jpg,Natural,GIA
BN1452,Pear,0.52,F,VS2,Ideal,1621,https://www.bluenile.com/diamond-details/1452,https://example.invalid/1452.jpg,Natural,GIA
LD1453,Pear,0.5,D,VVS2,Ideal,308,https://www.bluenile.com/diamond-details/1453,https://example.invalid/1453.jpg,Lab-Grown,IGI
LD1454,Pear,0.52,D,VS2,Excellent,290,https://www.bluenile.com/diamond-details/1454,https://example.invalid/1454.jpg,Lab-Grown,IGI
LD1455,Pear,0.54,D,VVS1,Very Good,391,https://www.bluenile.com/diamond-details/1455,https://example.invalid/1455.jpg,Lab-Grown,IGI
LD1456,Pear,0.51,H,VS1,Ideal,220,https://www.bluenile.com/diamond-details/1456,https://example.invalid/1456.jpg,Lab-Grown,IGI
BN1457,Pear,0.78,F,VS1,Excellent,3513,https://www.bluenile.com/diamond-details/1457,https://example.invalid/1457.jpg,Natural,GIA
BN1458,Pear,0.77,G,VS1,Very Good,2966,https://www.bluenile.com/diamond-details/1458,https://example.invalid/1458.jpg,Natural,GIA
BN1459,Pear,0.77,F,VVS1,Ideal,4221,https://www.bluenile.com/diamond-details/1459,https://example.invalid/1459.jpg,Natural,GIA
BN1460,Pear,0.78,G,VVS2,Ideal,2932,https://www.bluenile.com/diamond-details/1460,https://example.invalid/1460.jpg,Natural,GIA
LD1461,Pear,0.74,H,VVS1,Ideal,483,https://www.bluenile.com/diamond-details/1461,https://example.invalid/1461.jpg,Lab-Grown,IGI
LD1462,Pear,0.72,F,VS1,Very Good,498,https://www.bluenile.com/diamond-details/1462,https://example.invalid/1462.jpg,Lab-Grown,IGI
LD1463,Pear,0.75,F,VVS1,Very Good,546,https://www.bluenile.com/diamond-details/1463,https://example.invalid/1463.jpg,Lab-Grown,IGI
LD1464,Pear,0.75,D,VS1,Excellent,574,https://www.bluenile.com/diamond-details/1464,https://example.invalid/1464.jpg,Lab-Grown,IGI
BN1465,Pear,1.07,G,VS2,Ideal,5583,https://www.bluenile.com/diamond-details/1465,https://example.invalid/1465.jpg,Natural,GIA
BN1466,Pear,1.01,D,VS1,Excellent,8562,https://www.bluenile.com/diamond-details/1466,https://example.invalid/1466.jpg,Natural,GIA
BN1467,Pear,1.06,E,VVS1,Ideal,8665,https://www.bluenile.com/diamond-details/1467,https://example.invalid/1467.jpg,Natural,GIA
BN1468,Pear,0.98,E,VVS2,Excellent,8271,https://www.bluenile.com/diamond-details/1468,https://example.invalid/1468.jpg,Natural,GIA
LD1469,Pear,0.97,G,VVS2,Excellent,976,https://www.bluenile.com/diamond-details/1469,https://example.invalid/1469.jpg,Lab-Grown,IGI
LD1470,Pear,1.04,E,VVS1,Very Good,1416,https://www.bluenile.com/diamond-details/1470,https://example.invalid/1470.jpg,Lab-Grown,IGI
LD1471,Pear,1.01,H,VS2,Excellent,709,https://www.bluenile.com/diamond-details/1471,https://example.invalid/1471.jpg,Lab-Grown,IGI
LD1472,Pear,0.98,F,VS2,Ideal,858,https://www.bluenile.com/diamond-details/1472,https://example.invalid/1472.jpg,Lab-Grown,IGI
BN1473,Pear,1.31,F,VVS2,Ideal,9161,https://www.bluenile.com/diamond-details/1473,https://example.invalid/1473.jpg,Natural,GIA
BN1474,Pear,1.29,H,VVS1,Very Good,8081,https://www.bluenile.com/diamond-details/1474,https://example.invalid/1474.jpg,Natural,GIA
BN1475,Pear,1.33,G,VVS1,Very Good,8890,https://www.bluenile.com/diamond-details/1475,https://example.invalid/1475.jpg,Natural,GIA
BN1476,Pear,1.29,E,VVS1,Excellent,11065,https://www.bluenile.com/diamond-details/1476,https://example.invalid/1476.jpg,Natural,GIA
LD1477,Pear,1.24,F,VVS2,Excellent,1484,https://www.bluenile.com/diamond-details/1477,https://example.invalid/1477.jpg,Lab-Grown,IGI
LD1478,Pear,1.34,F,VS1,Very Good,1447,https://www.bluenile.com/diamond-details/1478,https://example.invalid/1478.jpg,Lab-Grown,IGI
LD1479,Pear,1.2,F,VVS1,Excellent,1343,https://www.bluenile.com/diamond-details/1479,https://example.invalid/1479.jpg,Lab-Grown,IGI
LD1480,Pear,1.33,H,VVS1,Excellent,1218,https://www.bluenile.com/diamond-details/1480,https://example.invalid/1480.jpg,Lab-Grown,IGI
BN1481,Pear,1.58,G,VVS1,Very Good,13256,https://www.bluenile.com/diamond-details/1481,https://example.invalid/1481.jpg,Natural,GIA
BN1482,Pear,1.56,F,VVS1,Excellent,16517,https://www.bluenile.com/diamond-details/1482,https://example.invalid/1482.jpg,Natural,GIA
BN1483,Pear,1.45,E,VS2,Excellent,11568,https://www.bluenile.com/diamond-details/1483,https://example.invalid/1483.jpg,Natural,GIA
BN1484,Pear,1.52,H,VS1,Ideal,10524,https://www.bluenile.com/diamond-details/1484,https://example.invalid/1484.jpg,Natural,GIA
LD1485,Pear,1.53,G,VVS2,Excellent,1890,https://www.bluenile.com/diamond-details/1485,https://example.invalid/1485.jpg,Lab-Grown,IGI
LD1486,Pear,1.6,E,VVS2,Very Good,2292,https://www.bluenile.com/diamond-details/1486,https://example.invalid/1486.jpg,Lab-Grown,IGI
LD1487,Pear,1.6,H,VS1,Ideal,1424,https://www.bluenile.com/diamond-details/1487,https://example.invalid/1487.jpg,Lab-Grown,IGI
LD1488,Pear,1.57,H,VVS1,Excellent,1838,https://www.bluenile.com/diamond-details/1488,https://example.invalid/1488.jpg,Lab-Grown,IGI
BN1489,Pear,2.0,H,VS1,Very Good,16846,https://www.bluenile.com/diamond-details/1489,https://example.invalid/1489.jpg,Natural,GIA
BN1490,Pear,2.03,D,VS2,Excellent,22610,https://www.bluenile.com/diamond-details/1490,https://example.invalid/1490.jpg,Natural,GIA
BN1491,Pear,2.09,D,VVS1,Very Good,28127,https://www.bluenile.com/diamond-details/1491,https://example.invalid/1491.jpg,Natural,GIA
BN1492,Pear,2.0,H,VS2,Ideal,16576,https://www.bluenile.com/diamond-details/1492,https://example.invalid/1492.jpg,Natural,GIA
LD1493,Pear,2.14,H,VS2,Very Good,2538,https://www.bluenile.com/diamond-details/1493,https://example.invalid/1493.jpg,Lab-Grown,IGI
LD1494,Pear,1.97,H,VVS2,Excellent,2963,https://www.bluenile.com/diamond-details/1494,https://example.invalid/1494.jpg,Lab-Grown,IGI
LD1495,Pear,2.05,E,VS1,Very Good,3530,https://www.bluenile.com/diamond-details/1495,https://example.invalid/1495.jpg,Lab-Grown,IGI
LD1496,Pear,1.96,H,VS2,Very Good,2037,https://www.bluenile.com/diamond-details/1496,https://example.invalid/1496.jpg,Lab-Grown,IGI
BN1497,Pear,2.46,H,VVS1,Excellent,26046,https://www.bluenile.com/diamond-details/1497,https://example.invalid/1497.jpg,Natural,GIA
BN1498,Pear,2.54,D,VS2,Excellent,30222,https://www.bluenile.com/diamond-details/1498,https://example.invalid/1498.jpg,Natural,GIA
BN1499,Pear,2.5,E,VVS2,Very Good,30951,https://www.bluenile.com/diamond-details/1499,https://example.invalid/1499.jpg,Natural,GIA
BN1500,Pear,2.49,D,VS2,Ideal,27709,https://www.bluenile.com/diamond-details/1500,https://example.invalid/1500.jpg,Natural,GIA
LD1501,Pear,2.6,D,VS2,Ideal,4225,https://www.bluenile.com/diamond-details/1501,https://example.invalid/1501.jpg,Lab-Grown,IGI
LD1502,Pear,2.59,D,VVS1,Very Good,5279,https://www.bluenile.com/diamond-details/1502,https://example.invalid/1502.jpg,Lab-Grown,IGI
LD1503,Pear,2.48,D,VS1,Very Good,5100,https://www.bluenile.com/diamond-details/1503,https://example.invalid/1503.jpg,Lab-Grown,IGI
LD1504,Pear,2.5,G,VVS2,Ideal,3825,https://www.bluenile.com/diamond-details/1504,https://example.invalid/1504.jpg,Lab-Grown,IGI
BN1505,Pear,3.25,G,VS2,Ideal,35453,https://www.bluenile.com/diamond-details/1505,https://example.invalid/1505.jpg,Natural,GIA
BN1506,Pear,3.14,H,VS1,Ideal,35130,https://www.bluenile.com/diamond-details/1506,https://example.invalid/1506.jpg,Natural,GIA
BN1507,Pear,3.22,G,VS2,Very Good,39198,https://www.bluenile.com/diamond-details/1507,https://example.invalid/1507.jpg,Natural,GIA
BN1508,Pear,2.91,E,VVS2,Very Good,49799,https://www.bluenile.com/diamond-details/1508,https://example.invalid/1508.jpg,Natural,GIA
LD1509,Pear,3.26,F,VVS1,Very Good,8511,https://www.bluenile.com/diamond-details/1509,https://example.invalid/1509.jpg,Lab-Grown,IGI
LD1510,Pear,3.01,G,VVS2,Very Good,6212,https://www.bluenile.com/diamond-details/1510,https://example.invalid/1510.jpg,Lab-Grown,IGI
LD1511,Pear,3.25,G,VVS2,Ideal,6913,https://www.bluenile.com/diamond-details/1511,https://example.invalid/1511.jpg,Lab-Grown,IGI
LD1512,Pear,2.95,F,VVS2,Very Good,6764,https://www.bluenile.com/diamond-details/1512,https://example.invalid/1512.jpg,Lab-Grown,IGI
BN1513,Pear,3.99,D,VVS2,Very Good,97611,https://www.bluenile.com/diamond-details/1513,https://example.invalid/1513.jpg,Natural,GIA
BN1514,Pear,4.21,D,VS1,Very Good,83494,https://www.bluenile.com/diamond-details/1514,https://example.invalid/1514.jpg,Natural,GIA
BN1515,Pear,4.13,G,VS1,Ideal,59267,https://www.bluenile.com/diamond-details/1515,https://example.invalid/1515.jpg,Natural,GIA
BN1516,Pear,3.95,G,VVS1,Excellent,73750,https://www.bluenile.com/diamond-details/1516,https://example.invalid/1516.jpg,Natural,GIA
LD1517,Pear,3.95,G,VS1,Ideal,8627,https://www.bluenile.com/diamond-details/1517,https://example.invalid/1517.jpg,Lab-Grown,IGI
LD1518,Pear,4.19,F,VVS1,Ideal,13385,https://www.bluenile.com/diamond-details/1518,https://example.invalid/1518.jpg,Lab-Grown,IGI
LD1519,Pear,4.12,G,VS1,Very Good,8804,https://www.bluenile.com/diamond-details/1519,https://example.invalid/1519.jpg,Lab-Grown,IGI
LD1520,Pear,4.19,D,VVS2,Ideal,15176,https://www.bluenile.com/diamond-details/1520,https://example.invalid/1520.jpg,Lab-Grown,IGI
BN1521,Pear,4.82,H,VS1,Ideal,64277,https://www.bluenile.com/diamond-details/1521,https://example.invalid/1521.jpg,Natural,GIA
BN1522,Pear,5.26,E,VS1,Excellent,97631,https://www.bluenile.com/diamond-details/1522,https://example.invalid/1522.jpg,Natural,GIA
BN1523,Pear,5.38,D,VVS2,Ideal,131624,https://www.bluenile.com/diamond-details/1523,https://example.invalid/1523.jpg,Natural,GIA
BN1524,Pear,4.93,F,VS2,Very Good,75030,https://www.bluenile.com/diamond-details/1524,https://example.invalid/1524.jpg,Natural,GIA
LD1525,Pear,5.33,G,VVS2,Ideal,13262,https://www.bluenile.com/diamond-details/1525,https://example.invalid/1525.jpg,Lab-Grown,IGI
LD1526,Pear,5.3,E,VVS2,Ideal,15875,https://www.bluenile.com/diamond-details/1526,https://example.invalid/1526.jpg,Lab-Grown,IGI
LD1527,Pear,5.24,F,VVS1,Excellent,14889,https://www.bluenile.com/diamond-details/1527,https://example.invalid/1527.jpg,Lab-Grown,IGI
LD1528,Pear,5.25,E,VVS1,Excellent,17386,https://www.bluenile.com/diamond-details/1528,https://example.invalid/1528.jpg,Lab-Grown,IGI
BN1529,Marquise,0.24,F,VS2,Excellent,369,https://www.bluenile.com/diamond-details/1529,https://example.invalid/1529.jpg,Natural,GIA
BN1530,Marquise,0.26,D,VVS1,Very Good,580,https://www.bluenile.com/diamond-details/1530,https://example.invalid/1530.jpg,Natural,GIA
BN1531,Marquise,0.25,F,VS1,Very Good,432,https://www.bluenile.com/diamond-details/1531,https://example.invalid/1531.jpg,Natural,GIA
BN1532,Marquise,0.26,E,VS1,Excellent,508,https://www.bluenile.com/diamond-details/1532,https://example.invalid/1532.jpg,Natural,GIA
LD1533,Marquise,0.26,G,VVS2,Very Good,72,https://www.bluenile.com/diamond-details/1533,https://example.invalid/1533.jpg,Lab-Grown,IGI
LD1534,Marquise,0.27,F,VS2,Excellent,70,https://www.bluenile.com/diamond-details/1534,https://example.invalid/1534.jpg,Lab-Grown,IGI
LD1535,Marquise,0.26,D,VS1,Very Good,84,https://www.bluenile.com/diamond-details/1535,https://example.invalid/1535.jpg,Lab-Grown,IGI
LD1536,Marquise,0.27,E,VVS2,Very Good,91,https://www.bluenile.com/diamond-details/1536,https://example.invalid/1536.jpg,Lab-Grown,IGI
BN1537,Marquise,0.51,G,VS1,Very Good,1448,https://www.bluenile.com/diamond-details/1537,https://example.invalid/1537.jpg,Natural,GIA
BN1538,Marquise,0.5,G,VVS1,Excellent,1906,https://www.bluenile.com/diamond-details/1538,https://example.invalid/1538.jpg,Natural,GIA
BN1539,Marquise,0.51,G,VS2,Very Good,1426,https://www.bluenile.com/diamond-details/1539,https://example.invalid/1539.jpg,Natural,GIA
BN1540,Marquise,0.51,H,VS1,Very Good,1360,https://www.bluenile.com/diamond-details/1540,https://example.invalid/1540.jpg,Natural,GIA
LD1541,Marquise,0.48,H,VVS2,Very Good,200,https://www.bluenile.com/diamond-details/1541,https://example.invalid/1541.jpg,Lab-Grown,IGI
LD1542,Marquise,0.54,E,VVS2,Very Good,317,https://www.bluenile.com/diamond-details/1542,https://example.invalid/1542.jpg,Lab-Grown,IGI
LD1543,Marquise,0.49,F,VVS1,Excellent,273,https://www.bluenile.com/diamond-details/1543,https://example.invalid/1543.jpg,Lab-Grown,IGI
LD1544,Marquise,0.5,E,VVS1,Very Good,340,https://www.bluenile.com/diamond-details/1544,https://example.invalid/1544.jpg,Lab-Grown,IGI
BN1545,Marquise,0.79,D,VVS1,Excellent,4368,https://www.bluenile.com/diamond-details/1545,https://example.invalid/1545.jpg,Natural,GIA
BN1546,Marquise,0.75,F,VS1,Very Good,3474,https://www.bluenile.com/diamond-details/1546,https://example.invalid/1546.jpg,Natural,GIA
BN1547,Marquise,0.78,E,VVS2,Very Good,4149,https://www.bluenile.com/diamond-details/1547,https://example.invalid/1547.jpg,Natural,GIA
BN1548,Marquise,0.77,E,VS1,Ideal,3671,https://www.bluenile.com/diamond-details/1548,https://example.invalid/1548.jpg,Natural,GIA
LD1549,Marquise,0.8,G,VS1,Ideal,414,https://www.bluenile.com/diamond-details/1549,https://example.invalid/1549.jpg,Lab-Grown,IGI
LD1550,Marquise,0.72,G,VS1,Ideal,367,https://www.bluenile.com/diamond-details/1550,https://example.invalid/1550.jpg,Lab-Grown,IGI
LD1551,Marquise,0.75,D,VVS2,Very Good,623,https://www.bluenile.com/diamond-details/1551,https://example.invalid/1551.jpg,Lab-Grown,IGI
LD1552,Marquise,0.74,G,VVS1,Ideal,497,https://www.bluenile.com/diamond-details/1552,https://example.invalid/1552.jpg,Lab-Grown,IGI
BN1553,Marquise,0.98,D,VS2,Ideal,6207,https://www.bluenile.com/diamond-details/1553,https://example.invalid/1553.jpg,Natural,GIA
BN1554,Marquise,0.97,F,VVS2,Ideal,6523,https://www.bluenile.com/diamond-details/1554,https://example.invalid/1554.jpg,Natural,GIA
BN1555,Marquise,1.08,G,VS1,Ideal,6528,https://www.bluenile.com/diamond-details/1555,https://example.invalid/1555.jpg,Natural,GIA
BN1556,Marquise,0.96,D,VVS2,Excellent,8432,https://www.bluenile.com/diamond-details/1556,https://example.invalid/1556.jpg,Natural,GIA
LD1557,Marquise,1.04,F,VS1,Excellent,940,https://www.bluenile.com/diamond-details/1557,https://example.invalid/1557.jpg,Lab-Grown,IGI
LD1558,Marquise,0.96,G,VS1,Very Good,790,https://www.bluenile.com/diamond-details/1558,https://example.invalid/1558.jpg,Lab-Grown,IGI
LD1559,Marquise,1.09,H,VS1,Excellent,775,https://www.bluenile.com/diamond-details/1559,https://example.invalid/1559.jpg,Lab-Grown,IGI
LD1560,Marquise,1.07,H,VVS2,Excellent,894,https://www.bluenile.com/diamond-details/1560,https://example.invalid/1560.jpg,Lab-Grown,IGI
BN1561,Marquise,1.33,F,VS1,Excellent,8519,https://www.bluenile.com/diamond-details/1561,https://example.invalid/1561.jpg,Natural,GIA
BN1562,Marquise,1.35,F,VS1,Very Good,8095,https://www.bluenile.com/diamond-details/1562,https://example.invalid/1562.jpg,Natural,GIA
BN1563,Marquise,1.29,G,VS2,Ideal,7305,https://www.bluenile.com/diamond-details/1563,https://example.invalid/1563.jpg,Natural,GIA
BN1564,Marquise,1.27,E,VVS2,Excellent,10278,https://www.bluenile.com/diamond-details/1564,https://example.invalid/1564.jpg,Natural,GIA
LD1565,Marquise,1.21,E,VS1,Excellent,1204,https://www.bluenile.com/diamond-details/1565,https://example.invalid/1565.jpg,Lab-Grown,IGI
LD1566,Marquise,1.36,D,VS2,Ideal,1533,https://www.bluenile.com/diamond-details/1566,https://example.invalid/1566.jpg,Lab-Grown,IGI
LD1567,Marquise,1.23,F,VS2,Excellent,1000,https://www.bluenile.com/diamond-details/1567,https://example.invalid/1567.jpg,Lab-Grown,IGI
LD1568,Marquise,1.34,H,VVS1,Very Good,1136,https://www.bluenile.com/diamond-details/1568,https://example.invalid/1568.jpg,Lab-Grown,IGI
BN1569,Marquise,1.57,H,VVS1,Very Good,12873,https://www.bluenile.com/diamond-details/1569,https://example.invalid/1569.jpg,Natural,GIA
BN1570,Marquise,1.53,E,VS1,Very Good,13343,https://www.bluenile.com/diamond-details/1570,https://example.invalid/1570.jpg,Natural,GIA
BN1571,Marquise,1.53,H,VVS2,Ideal,11067,https://www.bluenile.com/diamond-details/1571,https://example.invalid/1571.jpg,Natural,GIA
BN1572,Marquise,1.46,F,VVS1,Excellent,13984,https://www.bluenile.com/diamond-details/1572,https://example.invalid/1572.jpg,Natural,GIA
LD1573,Marquise,1.62,E,VVS1,Excellent,2804,https://www.bluenile.com/diamond-details/1573,https://example.invalid/1573.jpg,Lab-Grown,IGI
LD1574,Marquise,1.46,D,VVS2,Ideal,2396,https://www.bluenile.com/diamond-details/1574,https://example.invalid/1574.jpg,Lab-Grown,IGI
LD1575,Marquise,1.55,G,VVS2,Excellent,1837,https://www.bluenile.com/diamond-details/1575,https://example.invalid/1575.jpg,Lab-Grown,IGI
LD1576,Marquise,1.47,F,VS2,Very Good,1763,https://www.bluenile.com/diamond-details/1576,https://example.invalid/1576.jpg,Lab-Grown,IGI
